Distance,Ascent,Name,City,Date
5.20 mi,87.9 ft,5.02mi Run,Chicago,1/31/2020
6.35 mi,62.3 ft,6.34mi Run,Lincolnwood,1/31/2020
8.51 mi,267.1 ft,8.04mi Run,Chicago,1/31/2020
8.01 mi,204.4 ft,7.53mi Run,Chicago,1/31/2020
5.41 mi,128.3 ft,5.06mi Run,Chicago,1/31/2020
5.32 mi,134.2 ft,5.04mi Run,Chicago,1/31/2020
8.39 mi,249.0 ft,7.38mi Run,Chicago,1/31/2020
7.64 mi,127.3 ft,7.36mi Run,Chicago,1/31/2020
14.06 mi,370.1 ft,13.16mi Run,Chicago,1/31/2020
5.50 mi,74.5 ft,5.21mi Run,Chicago,1/31/2020
8.07 mi,179.8 ft,7.12mi Run,Chicago,1/31/2020
7.81 mi,286.1 ft,7.13mi Run,Chicago,1/31/2020
14.52 mi,494.4 ft,13.12mi Run,Chicago,1/31/2020
6.99 mi,231.6 ft,6.67mi Run,Chicago,1/31/2020
10.38 mi,119.8 ft,10.07mi Run,Chicago,1/31/2020
5.42 mi,55.4 ft,5.15mi Run,Chicago,1/31/2020
4.81 mi,123.0 ft,4.56mi Run,Chicago,1/31/2020
7.52 mi,188.3 ft,7.21mi Run,Chicago,1/31/2020
7.46 mi,145.0 ft,7.11mi Run,Chicago,1/31/2020
5.35 mi,110.6 ft,5.10mi Run,Chicago,1/31/2020
6.84 mi,110.6 ft,6.44mi Run,Chicago,1/31/2020
4.82 mi,104.0 ft,4.58mi Run,Chicago,1/31/2020
3.73 mi,69.6 ft,3.60mi Run,Chicago,1/31/2020
4.92 mi,100.1 ft,4.76mi Run,Chicago,1/31/2020
6.68 mi,231.3 ft,6.29mi Run,Chicago,1/31/2020
6.56 mi,95.5 ft,6.27mi Run,Chicago,1/31/2020
5.19 mi,105.3 ft,5.04mi Run,Chicago,1/31/2020
4.54 mi,124.3 ft,4.33mi Run,Chicago,1/31/2020
10.03 mi,325.1 ft,9.44mi Run,Chicago,1/31/2020
7.47 mi,156.5 ft,7.12mi Run,Chicago,1/31/2020
5.15 mi,128.9 ft,4.94mi Run,Chicago,1/31/2020
7.65 mi,246.7 ft,7.30mi Run,Chicago,1/31/2020
5.37 mi,135.2 ft,5.14mi Run,Chicago,1/31/2020
9.71 mi,448.8 ft,9.70mi Run,Chicago,1/31/2020
7.30 mi,158.1 ft,7.02mi Run,Chicago,1/31/2020
5.20 mi,87.9 ft,5.02mi Run,Chicago,1/31/2020
6.35 mi,62.3 ft,6.34mi Run,Lincolnwood,1/31/2020
8.51 mi,267.1 ft,8.04mi Run,Chicago,1/31/2020
8.01 mi,204.4 ft,7.53mi Run,Chicago,1/31/2020
5.41 mi,128.3 ft,5.06mi Run,Chicago,1/31/2020
5.32 mi,134.2 ft,5.04mi Run,Chicago,1/31/2020
8.39 mi,249.0 ft,7.38mi Run,Chicago,1/31/2020
7.64 mi,127.3 ft,7.36mi Run,Chicago,1/31/2020
14.06 mi,370.1 ft,13.16mi Run,Chicago,1/31/2020
5.50 mi,74.5 ft,5.21mi Run,Chicago,1/31/2020
8.07 mi,179.8 ft,7.12mi Run,Chicago,1/31/2020
7.81 mi,286.1 ft,7.13mi Run,Chicago,1/31/2020
14.52 mi,494.4 ft,13.12mi Run,Chicago,1/31/2020
6.33 mi,107.9 ft,10k Route - LSD North to Belmont,Chicago,1/31/2020
6.16 mi,89.2 ft,6.05mi Run,Forest Park,1/31/2020
14.21 mi,202.8 ft,14-miler Karmazin's,Palatine,1/31/2020
14.21 mi,202.8 ft,14-miler Karmazin's,Palatine,1/31/2020
4.01 mi,31.2 ft,Route from GARMIN 2691 (2020-01-31 14:00:23+00:00),Chicago,1/31/2020
10.02 mi,124.7 ft,Route from GARMIN 3113 (2020-01-31 11:12:25+00:00),Arlington Heights,1/31/2020
2.02 mi,32.8 ft,Route from GARMIN 2431 (2020-01-31 12:19:44+00:00),Chicago,1/31/2020
3.01 mi,28.9 ft,Route from GARMIN 2988 (2020-01-31 04:34:40+00:00),Lincolnwood,1/30/2020
1.35 mi,13.1 ft,1.35mi Run,Oak Brook,1/30/2020
6.99 mi,231.6 ft,6.67mi Run,Chicago,1/30/2020
10.38 mi,119.8 ft,10.07mi Run,Chicago,1/30/2020
5.42 mi,55.4 ft,5.15mi Run,Chicago,1/30/2020
4.81 mi,123.0 ft,4.56mi Run,Chicago,1/30/2020
7.52 mi,188.3 ft,7.21mi Run,Chicago,1/30/2020
7.46 mi,145.0 ft,7.11mi Run,Chicago,1/30/2020
5.35 mi,110.6 ft,5.10mi Run,Chicago,1/30/2020
6.84 mi,110.6 ft,6.44mi Run,Chicago,1/30/2020
4.82 mi,104.0 ft,4.58mi Run,Chicago,1/30/2020
3.73 mi,69.6 ft,3.60mi Run,Chicago,1/30/2020
4.92 mi,100.1 ft,4.76mi Run,Chicago,1/30/2020
6.68 mi,231.3 ft,6.29mi Run,Chicago,1/30/2020
6.56 mi,95.5 ft,6.27mi Run,Chicago,1/30/2020
5.19 mi,105.3 ft,5.04mi Run,Chicago,1/30/2020
4.54 mi,124.3 ft,4.33mi Run,Chicago,1/30/2020
10.03 mi,325.1 ft,9.44mi Run,Chicago,1/30/2020
7.47 mi,156.5 ft,7.12mi Run,Chicago,1/30/2020
5.15 mi,128.9 ft,4.94mi Run,Chicago,1/30/2020
7.65 mi,246.7 ft,7.30mi Run,Chicago,1/30/2020
5.37 mi,135.2 ft,5.14mi Run,Chicago,1/30/2020
9.71 mi,448.8 ft,9.70mi Run,Chicago,1/30/2020
7.30 mi,158.1 ft,7.02mi Run,Chicago,1/30/2020
5.20 mi,87.9 ft,5.02mi Run,Chicago,1/30/2020
6.35 mi,62.3 ft,6.34mi Run,Lincolnwood,1/30/2020
8.51 mi,267.1 ft,8.04mi Run,Chicago,1/30/2020
8.01 mi,204.4 ft,7.53mi Run,Chicago,1/30/2020
5.41 mi,128.3 ft,5.06mi Run,Chicago,1/30/2020
5.32 mi,134.2 ft,5.04mi Run,Chicago,1/30/2020
8.39 mi,249.0 ft,7.38mi Run,Chicago,1/30/2020
7.64 mi,127.3 ft,7.36mi Run,Chicago,1/30/2020
14.06 mi,370.1 ft,13.16mi Run,Chicago,1/30/2020
5.50 mi,74.5 ft,5.21mi Run,Chicago,1/30/2020
8.07 mi,179.8 ft,7.12mi Run,Chicago,1/30/2020
7.81 mi,286.1 ft,7.13mi Run,Chicago,1/30/2020
14.52 mi,494.4 ft,13.12mi Run,Chicago,1/30/2020
3.83 mi,56.8 ft,Route from GARMIN 2503 (2020-01-30 22:29:11+00:00),Evanston,1/30/2020
2.11 mi,27.2 ft,1.97mi Run,Oak Park,1/30/2020
3.02 mi,34.4 ft,3.01mi Run,Chicago,1/30/2020
6.75 mi,77.8 ft,Route from GARMIN 2431 (2020-01-30 18:18:14+00:00),Rosemont,1/30/2020
1.01 mi,4.9 ft,1.01mi Run,Lincolnwood,1/30/2020
3.90 mi,275.9 ft,3.51mi Run,Chicago,1/30/2020
4.09 mi,24.0 ft,4.02mi Run,Lincolnwood,1/30/2020
4.82 mi,104.0 ft,4.58mi Run,Chicago,1/30/2020
3.73 mi,69.6 ft,3.60mi Run,Chicago,1/30/2020
4.92 mi,100.1 ft,4.76mi Run,Chicago,1/30/2020
6.68 mi,231.3 ft,6.29mi Run,Chicago,1/30/2020
6.56 mi,95.5 ft,6.27mi Run,Chicago,1/30/2020
5.19 mi,105.3 ft,5.04mi Run,Chicago,1/30/2020
4.54 mi,124.3 ft,4.33mi Run,Chicago,1/30/2020
10.03 mi,325.1 ft,9.44mi Run,Chicago,1/30/2020
7.47 mi,156.5 ft,7.12mi Run,Chicago,1/30/2020
5.15 mi,128.9 ft,4.94mi Run,Chicago,1/30/2020
7.65 mi,246.7 ft,7.30mi Run,Chicago,1/30/2020
5.37 mi,135.2 ft,5.14mi Run,Chicago,1/30/2020
9.71 mi,448.8 ft,9.70mi Run,Chicago,1/30/2020
7.30 mi,158.1 ft,7.02mi Run,Chicago,1/30/2020
5.20 mi,87.9 ft,5.02mi Run,Chicago,1/30/2020
6.35 mi,62.3 ft,6.34mi Run,Lincolnwood,1/30/2020
8.51 mi,267.1 ft,8.04mi Run,Chicago,1/30/2020
8.01 mi,204.4 ft,7.53mi Run,Chicago,1/30/2020
5.41 mi,128.3 ft,5.06mi Run,Chicago,1/30/2020
5.32 mi,134.2 ft,5.04mi Run,Chicago,1/30/2020
8.39 mi,249.0 ft,7.38mi Run,Chicago,1/30/2020
7.64 mi,127.3 ft,7.36mi Run,Chicago,1/30/2020
14.06 mi,370.1 ft,13.16mi Run,Chicago,1/30/2020
5.50 mi,74.5 ft,5.21mi Run,Chicago,1/30/2020
8.07 mi,179.8 ft,7.12mi Run,Chicago,1/30/2020
7.81 mi,286.1 ft,7.13mi Run,Chicago,1/30/2020
14.52 mi,494.4 ft,13.12mi Run,Chicago,1/30/2020
6.99 mi,231.6 ft,6.67mi Run,Chicago,1/30/2020
10.38 mi,119.8 ft,10.07mi Run,Chicago,1/30/2020
5.42 mi,55.4 ft,5.15mi Run,Chicago,1/30/2020
4.81 mi,123.0 ft,4.56mi Run,Chicago,1/30/2020
7.52 mi,188.3 ft,7.21mi Run,Chicago,1/30/2020
7.46 mi,145.0 ft,7.11mi Run,Chicago,1/30/2020
5.35 mi,110.6 ft,5.10mi Run,Chicago,1/30/2020
6.84 mi,110.6 ft,6.44mi Run,Chicago,1/30/2020
4.82 mi,104.0 ft,4.58mi Run,Chicago,1/30/2020
3.73 mi,69.6 ft,3.60mi Run,Chicago,1/30/2020
4.92 mi,100.1 ft,4.76mi Run,Chicago,1/30/2020
6.68 mi,231.3 ft,6.29mi Run,Chicago,1/30/2020
6.56 mi,95.5 ft,6.27mi Run,Chicago,1/30/2020
5.19 mi,105.3 ft,5.04mi Run,Chicago,1/30/2020
4.54 mi,124.3 ft,4.33mi Run,Chicago,1/30/2020
10.03 mi,325.1 ft,9.44mi Run,Chicago,1/30/2020
7.47 mi,156.5 ft,7.12mi Run,Chicago,1/30/2020
5.15 mi,128.9 ft,4.94mi Run,Chicago,1/30/2020
7.65 mi,246.7 ft,7.30mi Run,Chicago,1/30/2020
5.37 mi,135.2 ft,5.14mi Run,Chicago,1/30/2020
9.71 mi,448.8 ft,9.70mi Run,Chicago,1/30/2020
7.30 mi,158.1 ft,7.02mi Run,Chicago,1/30/2020
5.20 mi,87.9 ft,5.02mi Run,Chicago,1/30/2020
6.35 mi,62.3 ft,6.34mi Run,Lincolnwood,1/30/2020
8.51 mi,267.1 ft,8.04mi Run,Chicago,1/30/2020
8.01 mi,204.4 ft,7.53mi Run,Chicago,1/30/2020
5.41 mi,128.3 ft,5.06mi Run,Chicago,1/30/2020
5.32 mi,134.2 ft,5.04mi Run,Chicago,1/30/2020
8.39 mi,249.0 ft,7.38mi Run,Chicago,1/30/2020
7.64 mi,127.3 ft,7.36mi Run,Chicago,1/30/2020
14.06 mi,370.1 ft,13.16mi Run,Chicago,1/30/2020
5.50 mi,74.5 ft,5.21mi Run,Chicago,1/30/2020
8.07 mi,179.8 ft,7.12mi Run,Chicago,1/30/2020
7.81 mi,286.1 ft,7.13mi Run,Chicago,1/30/2020
14.52 mi,494.4 ft,13.12mi Run,Chicago,1/30/2020
3.07 mi,98.8 ft,3.06mi Run,Deerfield,1/30/2020
2.87 mi,109.6 ft,2.75mi Run,Chicago,1/29/2020
4.60 mi,128.3 ft,Route from GARMIN 3113 (2020-01-30 00:22:50+00:00),Chicago,1/29/2020
10.22 mi,123.4 ft,Route from GARMIN 2988 (2020-01-29 19:08:59+00:00),Lincolnwood,1/29/2020
1.01 mi,4.9 ft,1.01mi Run,Lincolnwood,1/29/2020
4.70 mi,158.1 ft,4.70mi Run,Bloomingdale,1/29/2020
1.45 mi,1.0 ft,1.44mi Run,Wood Dale,1/29/2020
2.74 mi,2.3 ft,2.74mi Run,Wood Dale,1/29/2020
5.60 mi,100.1 ft,5-Miler Snow Route,Palatine,1/29/2020
3.16 mi,118.4 ft,3.16mi Run,Deerfield,1/29/2020
2.92 mi,70.2 ft,Route from GARMIN 2431 (2020-01-29 12:11:39+00:00),Chicago,1/29/2020
1.69 mi,9.2 ft,1.67mi Run,Forest Park,1/29/2020
5.15 mi,128.9 ft,4.94mi Run,Chicago,1/28/2020
7.65 mi,246.7 ft,7.30mi Run,Chicago,1/28/2020
5.37 mi,135.2 ft,5.14mi Run,Chicago,1/28/2020
9.71 mi,448.8 ft,9.70mi Run,Chicago,1/28/2020
7.30 mi,158.1 ft,7.02mi Run,Chicago,1/28/2020
5.20 mi,87.9 ft,5.02mi Run,Chicago,1/28/2020
6.35 mi,62.3 ft,6.34mi Run,Lincolnwood,1/28/2020
8.51 mi,267.1 ft,8.04mi Run,Chicago,1/28/2020
8.01 mi,204.4 ft,7.53mi Run,Chicago,1/28/2020
5.41 mi,128.3 ft,5.06mi Run,Chicago,1/28/2020
5.32 mi,134.2 ft,5.04mi Run,Chicago,1/28/2020
8.39 mi,249.0 ft,7.38mi Run,Chicago,1/28/2020
7.64 mi,127.3 ft,7.36mi Run,Chicago,1/28/2020
3.98 mi,169.6 ft,3.98mi Run,Chicago,1/28/2020
14.06 mi,370.1 ft,13.16mi Run,Chicago,1/28/2020
5.50 mi,74.5 ft,5.21mi Run,Chicago,1/28/2020
8.07 mi,179.8 ft,7.12mi Run,Chicago,1/28/2020
7.81 mi,286.1 ft,7.13mi Run,Chicago,1/28/2020
14.52 mi,494.4 ft,13.12mi Run,Chicago,1/28/2020
3.13 mi,110.6 ft,Route from GARMIN 2158 (2020-01-29 00:56:58+00:00),Libertyville,1/28/2020
4.15 mi,151.2 ft,4.15mi Run,Chicago,1/28/2020
2.19 mi,27.9 ft,2.19mi Run,Oak Brook,1/28/2020
6.35 mi,62.3 ft,6.34mi Run,Lincolnwood,1/28/2020
8.51 mi,267.1 ft,8.04mi Run,Chicago,1/28/2020
8.01 mi,204.4 ft,7.53mi Run,Chicago,1/28/2020
5.41 mi,128.3 ft,5.06mi Run,Chicago,1/28/2020
5.32 mi,134.2 ft,5.04mi Run,Chicago,1/28/2020
8.39 mi,249.0 ft,7.38mi Run,Chicago,1/28/2020
7.64 mi,127.3 ft,7.36mi Run,Chicago,1/28/2020
14.06 mi,370.1 ft,13.16mi Run,Chicago,1/28/2020
5.50 mi,74.5 ft,5.21mi Run,Chicago,1/28/2020
8.07 mi,179.8 ft,7.12mi Run,Chicago,1/28/2020
7.81 mi,286.1 ft,7.13mi Run,Chicago,1/28/2020
14.52 mi,494.4 ft,13.12mi Run,Chicago,1/28/2020
0.74 mi,2.6 ft,Route from GARMIN 2697 (2020-01-28 23:16:31+00:00),Rosemont,1/28/2020
2.60 mi,24.3 ft,2.51mi Run,Oak Park,1/28/2020
3.78 mi,220.8 ft,Route from GARMIN 2888 (2020-01-28 19:55:45+00:00),Chicago,1/28/2020
2.18 mi,70.2 ft,2.18mi Run,Chicago,1/28/2020
6.36 mi,71.5 ft,Route from GARMIN 2431 (2020-01-28 19:09:20+00:00),Rosemont,1/28/2020
3.15 mi,26.6 ft,3.02mi Run,Broadview,1/28/2020
5.08 mi,271.7 ft,Route from GARMIN 2691 (2020-01-28 17:34:40+00:00),Chicago,1/28/2020
1.02 mi,25.3 ft,1.02mi Run,Chicago,1/28/2020
3.17 mi,46.9 ft,3.13mi Run,Deerfield,1/28/2020
3.33 mi,46.9 ft,Route from GARMIN 2503 (2020-01-28 11:15:05+00:00),Evanston,1/28/2020
5.03 mi,66.6 ft,Route from GARMIN 2158 (2020-01-28 06:14:45+00:00),Libertyville,1/28/2020
2.71 mi,71.2 ft,2.48mi Run,Chicago,1/27/2020
2.03 mi,31.5 ft,Route from GARMIN 2431 (2020-01-28 01:10:03+00:00),Chicago,1/27/2020
3.07 mi,110.2 ft,3.07mi Run,Chicago,1/27/2020
6.99 mi,231.6 ft,6.67mi Run,Chicago,1/27/2020
10.38 mi,119.8 ft,10.07mi Run,Chicago,1/27/2020
5.42 mi,55.4 ft,5.15mi Run,Chicago,1/27/2020
4.81 mi,123.0 ft,4.56mi Run,Chicago,1/27/2020
7.52 mi,188.3 ft,7.21mi Run,Chicago,1/27/2020
7.46 mi,145.0 ft,7.11mi Run,Chicago,1/27/2020
5.35 mi,110.6 ft,5.10mi Run,Chicago,1/27/2020
6.84 mi,110.6 ft,6.44mi Run,Chicago,1/27/2020
4.82 mi,104.0 ft,4.58mi Run,Chicago,1/27/2020
3.73 mi,69.6 ft,3.60mi Run,Chicago,1/27/2020
4.92 mi,100.1 ft,4.76mi Run,Chicago,1/27/2020
6.68 mi,231.3 ft,6.29mi Run,Chicago,1/27/2020
6.56 mi,95.5 ft,6.27mi Run,Chicago,1/27/2020
5.19 mi,105.3 ft,5.04mi Run,Chicago,1/27/2020
4.54 mi,124.3 ft,4.33mi Run,Chicago,1/27/2020
10.03 mi,325.1 ft,9.44mi Run,Chicago,1/27/2020
7.47 mi,156.5 ft,7.12mi Run,Chicago,1/27/2020
5.15 mi,128.9 ft,4.94mi Run,Chicago,1/27/2020
7.65 mi,246.7 ft,7.30mi Run,Chicago,1/27/2020
5.37 mi,135.2 ft,5.14mi Run,Chicago,1/27/2020
9.71 mi,448.8 ft,9.70mi Run,Chicago,1/27/2020
7.30 mi,158.1 ft,7.02mi Run,Chicago,1/27/2020
5.20 mi,87.9 ft,5.02mi Run,Chicago,1/27/2020
6.35 mi,62.3 ft,6.34mi Run,Lincolnwood,1/27/2020
8.51 mi,267.1 ft,8.04mi Run,Chicago,1/27/2020
8.01 mi,204.4 ft,7.53mi Run,Chicago,1/27/2020
5.41 mi,128.3 ft,5.06mi Run,Chicago,1/27/2020
5.32 mi,134.2 ft,5.04mi Run,Chicago,1/27/2020
8.39 mi,249.0 ft,7.38mi Run,Chicago,1/27/2020
7.64 mi,127.3 ft,7.36mi Run,Chicago,1/27/2020
14.06 mi,370.1 ft,13.16mi Run,Chicago,1/27/2020
5.50 mi,74.5 ft,5.21mi Run,Chicago,1/27/2020
8.07 mi,179.8 ft,7.12mi Run,Chicago,1/27/2020
7.81 mi,286.1 ft,7.13mi Run,Chicago,1/27/2020
14.52 mi,494.4 ft,13.12mi Run,Chicago,1/27/2020
8.27 mi,155.8 ft,8-miler Snow Route,Palatine,1/27/2020
4.20 mi,37.1 ft,4.20mi Run,Deerfield,1/27/2020
3.98 mi,97.8 ft,3.91mi Run,Broadview,1/27/2020
4.01 mi,222.8 ft,3.77mi Run,Chicago,1/27/2020
5.17 mi,44.6 ft,5.00mi Run,Lincolnwood,1/27/2020
6.99 mi,231.6 ft,6.67mi Run,Chicago,1/27/2020
10.38 mi,119.8 ft,10.07mi Run,Chicago,1/27/2020
5.42 mi,55.4 ft,5.15mi Run,Chicago,1/27/2020
4.81 mi,123.0 ft,4.56mi Run,Chicago,1/27/2020
7.52 mi,188.3 ft,7.21mi Run,Chicago,1/27/2020
7.46 mi,145.0 ft,7.11mi Run,Chicago,1/27/2020
5.35 mi,110.6 ft,5.10mi Run,Chicago,1/27/2020
6.84 mi,110.6 ft,6.44mi Run,Chicago,1/27/2020
4.82 mi,104.0 ft,4.58mi Run,Chicago,1/27/2020
3.73 mi,69.6 ft,3.60mi Run,Chicago,1/27/2020
4.92 mi,100.1 ft,4.76mi Run,Chicago,1/27/2020
6.68 mi,231.3 ft,6.29mi Run,Chicago,1/27/2020
6.56 mi,95.5 ft,6.27mi Run,Chicago,1/27/2020
5.19 mi,105.3 ft,5.04mi Run,Chicago,1/27/2020
4.54 mi,124.3 ft,4.33mi Run,Chicago,1/27/2020
10.03 mi,325.1 ft,9.44mi Run,Chicago,1/27/2020
7.47 mi,156.5 ft,7.12mi Run,Chicago,1/27/2020
5.15 mi,128.9 ft,4.94mi Run,Chicago,1/27/2020
7.65 mi,246.7 ft,7.30mi Run,Chicago,1/27/2020
5.37 mi,135.2 ft,5.14mi Run,Chicago,1/27/2020
9.71 mi,448.8 ft,9.70mi Run,Chicago,1/27/2020
7.30 mi,158.1 ft,7.02mi Run,Chicago,1/27/2020
5.20 mi,87.9 ft,5.02mi Run,Chicago,1/27/2020
6.35 mi,62.3 ft,6.34mi Run,Lincolnwood,1/27/2020
8.51 mi,267.1 ft,8.04mi Run,Chicago,1/27/2020
8.01 mi,204.4 ft,7.53mi Run,Chicago,1/27/2020
5.41 mi,128.3 ft,5.06mi Run,Chicago,1/27/2020
5.32 mi,134.2 ft,5.04mi Run,Chicago,1/27/2020
8.39 mi,249.0 ft,7.38mi Run,Chicago,1/27/2020
7.64 mi,127.3 ft,7.36mi Run,Chicago,1/27/2020
14.06 mi,370.1 ft,13.16mi Run,Chicago,1/27/2020
5.50 mi,74.5 ft,5.21mi Run,Chicago,1/27/2020
8.07 mi,179.8 ft,7.12mi Run,Chicago,1/27/2020
7.81 mi,286.1 ft,7.13mi Run,Chicago,1/27/2020
14.52 mi,494.4 ft,13.12mi Run,Chicago,1/27/2020
3.58 mi,71.2 ft,7AM Route,Chicago,1/27/2020
1.77 mi,5.2 ft,1.77mi Run,Forest Park,1/27/2020
2.17 mi,25.3 ft,Route from GARMIN FR220 (2020-01-27 12:00:33+00:00),Chicago,1/27/2020
6.74 mi,71.5 ft,Route from GARMIN 3113 (2020-01-27 11:26:38+00:00),Arlington Heights,1/27/2020
3.14 mi,62.7 ft,3.10mi Run,Lake Zurich,1/27/2020
3.14 mi,62.7 ft,3.10mi Run,Lake Zurich,1/27/2020
6.99 mi,231.6 ft,6.67mi Run,Chicago,1/26/2020
10.38 mi,119.8 ft,10.07mi Run,Chicago,1/26/2020
5.42 mi,55.4 ft,5.15mi Run,Chicago,1/26/2020
4.81 mi,123.0 ft,4.56mi Run,Chicago,1/26/2020
7.52 mi,188.3 ft,7.21mi Run,Chicago,1/26/2020
7.46 mi,145.0 ft,7.11mi Run,Chicago,1/26/2020
5.35 mi,110.6 ft,5.10mi Run,Chicago,1/26/2020
6.84 mi,110.6 ft,6.44mi Run,Chicago,1/26/2020
4.82 mi,104.0 ft,4.58mi Run,Chicago,1/26/2020
3.73 mi,69.6 ft,3.60mi Run,Chicago,1/26/2020
4.92 mi,100.1 ft,4.76mi Run,Chicago,1/26/2020
6.68 mi,231.3 ft,6.29mi Run,Chicago,1/26/2020
6.56 mi,95.5 ft,6.27mi Run,Chicago,1/26/2020
5.19 mi,105.3 ft,5.04mi Run,Chicago,1/26/2020
4.54 mi,124.3 ft,4.33mi Run,Chicago,1/26/2020
10.03 mi,325.1 ft,9.44mi Run,Chicago,1/26/2020
7.47 mi,156.5 ft,7.12mi Run,Chicago,1/26/2020
5.15 mi,128.9 ft,4.94mi Run,Chicago,1/26/2020
7.65 mi,246.7 ft,7.30mi Run,Chicago,1/26/2020
5.37 mi,135.2 ft,5.14mi Run,Chicago,1/26/2020
9.71 mi,448.8 ft,9.70mi Run,Chicago,1/26/2020
7.30 mi,158.1 ft,7.02mi Run,Chicago,1/26/2020
5.20 mi,87.9 ft,5.02mi Run,Chicago,1/26/2020
6.35 mi,62.3 ft,6.34mi Run,Lincolnwood,1/26/2020
8.51 mi,267.1 ft,8.04mi Run,Chicago,1/26/2020
8.01 mi,204.4 ft,7.53mi Run,Chicago,1/26/2020
5.41 mi,128.3 ft,5.06mi Run,Chicago,1/26/2020
5.32 mi,134.2 ft,5.04mi Run,Chicago,1/26/2020
8.39 mi,249.0 ft,7.38mi Run,Chicago,1/26/2020
7.64 mi,127.3 ft,7.36mi Run,Chicago,1/26/2020
14.06 mi,370.1 ft,13.16mi Run,Chicago,1/26/2020
5.50 mi,74.5 ft,5.21mi Run,Chicago,1/26/2020
8.07 mi,179.8 ft,7.12mi Run,Chicago,1/26/2020
7.81 mi,286.1 ft,7.13mi Run,Chicago,1/26/2020
14.52 mi,494.4 ft,13.12mi Run,Chicago,1/26/2020
2.03 mi,13.8 ft,Route from GARMIN FR920XT (2020-01-26 17:12:30+00:00),Oak Park,1/26/2020
5.96 mi,60.7 ft,Route from GARMIN 2888 (2020-01-26 14:04:20+00:00),Lincolnwood,1/26/2020
6.99 mi,231.6 ft,6.67mi Run,Chicago,1/26/2020
10.38 mi,119.8 ft,10.07mi Run,Chicago,1/26/2020
5.42 mi,55.4 ft,5.15mi Run,Chicago,1/26/2020
4.81 mi,123.0 ft,4.56mi Run,Chicago,1/26/2020
7.52 mi,188.3 ft,7.21mi Run,Chicago,1/26/2020
7.46 mi,145.0 ft,7.11mi Run,Chicago,1/26/2020
5.35 mi,110.6 ft,5.10mi Run,Chicago,1/26/2020
6.84 mi,110.6 ft,6.44mi Run,Chicago,1/26/2020
4.82 mi,104.0 ft,4.58mi Run,Chicago,1/26/2020
3.73 mi,69.6 ft,3.60mi Run,Chicago,1/26/2020
4.92 mi,100.1 ft,4.76mi Run,Chicago,1/26/2020
6.68 mi,231.3 ft,6.29mi Run,Chicago,1/26/2020
6.56 mi,95.5 ft,6.27mi Run,Chicago,1/26/2020
5.19 mi,105.3 ft,5.04mi Run,Chicago,1/26/2020
4.54 mi,124.3 ft,4.33mi Run,Chicago,1/26/2020
10.03 mi,325.1 ft,9.44mi Run,Chicago,1/26/2020
7.47 mi,156.5 ft,7.12mi Run,Chicago,1/26/2020
5.15 mi,128.9 ft,4.94mi Run,Chicago,1/26/2020
7.65 mi,246.7 ft,7.30mi Run,Chicago,1/26/2020
5.37 mi,135.2 ft,5.14mi Run,Chicago,1/26/2020
9.71 mi,448.8 ft,9.70mi Run,Chicago,1/26/2020
7.30 mi,158.1 ft,7.02mi Run,Chicago,1/26/2020
5.20 mi,87.9 ft,5.02mi Run,Chicago,1/26/2020
6.35 mi,62.3 ft,6.34mi Run,Lincolnwood,1/26/2020
8.51 mi,267.1 ft,8.04mi Run,Chicago,1/26/2020
8.01 mi,204.4 ft,7.53mi Run,Chicago,1/26/2020
5.41 mi,128.3 ft,5.06mi Run,Chicago,1/26/2020
5.32 mi,134.2 ft,5.04mi Run,Chicago,1/26/2020
8.39 mi,249.0 ft,7.38mi Run,Chicago,1/26/2020
7.64 mi,127.3 ft,7.36mi Run,Chicago,1/26/2020
14.06 mi,370.1 ft,13.16mi Run,Chicago,1/26/2020
5.50 mi,74.5 ft,5.21mi Run,Chicago,1/26/2020
8.07 mi,179.8 ft,7.12mi Run,Chicago,1/26/2020
7.81 mi,286.1 ft,7.13mi Run,Chicago,1/26/2020
14.52 mi,494.4 ft,13.12mi Run,Chicago,1/26/2020
5.46 mi,63.3 ft,Route from GARMIN 2988 (2020-01-26 23:32:43+00:00),Lincolnwood,1/26/2020
6.99 mi,231.6 ft,6.67mi Run,Chicago,1/26/2020
10.38 mi,119.8 ft,10.07mi Run,Chicago,1/26/2020
5.42 mi,55.4 ft,5.15mi Run,Chicago,1/26/2020
4.81 mi,123.0 ft,4.56mi Run,Chicago,1/26/2020
7.52 mi,188.3 ft,7.21mi Run,Chicago,1/26/2020
7.46 mi,145.0 ft,7.11mi Run,Chicago,1/26/2020
5.35 mi,110.6 ft,5.10mi Run,Chicago,1/26/2020
6.84 mi,110.6 ft,6.44mi Run,Chicago,1/26/2020
4.82 mi,104.0 ft,4.58mi Run,Chicago,1/26/2020
3.73 mi,69.6 ft,3.60mi Run,Chicago,1/26/2020
4.92 mi,100.1 ft,4.76mi Run,Chicago,1/26/2020
6.68 mi,231.3 ft,6.29mi Run,Chicago,1/26/2020
6.56 mi,95.5 ft,6.27mi Run,Chicago,1/26/2020
5.19 mi,105.3 ft,5.04mi Run,Chicago,1/26/2020
4.54 mi,124.3 ft,4.33mi Run,Chicago,1/26/2020
10.03 mi,325.1 ft,9.44mi Run,Chicago,1/26/2020
7.47 mi,156.5 ft,7.12mi Run,Chicago,1/26/2020
5.15 mi,128.9 ft,4.94mi Run,Chicago,1/26/2020
